targetId	gid	giAcc	refseq	symbol	geneid	chr	cytoband	startpos	stoppos	description	control_det_rate	case_det_rate	venn_state
GI_21389314-S	GI_21389314-S	GI_21389314	NM_005984.1	SLC25A1	6576	22	22q11.21	17543094	17546284	"solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1"	0.946809	0.971591	both
GI_26638658-S	GI_26638658-S	GI_26638658	NM_003776.2	MRPL40	64976	22	22q11.21	17800035	17803597	mitochondrial ribosomal protein L40	0.994681	0.954545	both
GI_31341095-S	GI_31341095-S	GI_31341095	NM_173793.2	LOC128977	128977	22	22q11.21	17810893	17815219	hypothetical protein LOC128977	1.00000	1.00000	both
GI_34222257-S	GI_34222257-S	GI_34222257	NM_005659.3	UFD1L	7353	22	22q11.21	17817700	17846725	ubiquitin fusion degradation 1 like (yeast)	0.973404	0.965909	both
GI_38570041-S	GI_38570041-S	GI_38570041	NM_003277.2	CLDN5	7122	22	22q11.21	17890549	17892859	claudin 5 (transmembrane protein deleted in velocardiofacial syndrome)	1.00000	1.00000	both
GI_9945438-S	GI_9945438-S	GI_9945438	NM_002688.2	PNUTL1	5413	22	22q11.21	18081986	18092296	septin 5	1.00000	1.00000	both
GI_9945387-S	GI_9945387-S	GI_9945387	NM_000407.3	GP1BB	2812	22	22q11.21-q11.23	18091065	18092296	"glycoprotein Ib (platelet), beta polypeptide"	1.00000	1.00000	both
GI_17402901-S	GI_17402901-S	GI_17402901	NM_053004.1	GNB1L	54584	22	22q11.2	18155937	18222461	"guanine nucleotide binding protein (G protein), beta polypeptide 1-like"	1.00000	1.00000	both
GI_6466449-A	GI_6466449-A	GI_6466449	NM_007310.1	COMT	1312	22	22q11.21-q11.23	18309308	18336529	catechol-O-methyltransferase	1.00000	1.00000	both
GI_38488711-S	GI_38488711-S	GI_38488711	NM_152906.2	DKFZp761P1121	128989	22	22q11.21	18388630	18433446	chromosome 22 open reading frame 25	0.994681	0.937500	both
GI_38488719-S	GI_38488719-S	GI_38488719	NM_022720.4	DGCR8	54487	22	22q11.2	18447833	18479399	DiGeorge syndrome critical region gene 8	0.994681	1.00000	both
GI_6382077-S	GI_6382077-S	GI_6382077	NM_002882.2	RANBP1	5902	22	22q11.21	18485023	18494703	RAN binding protein 1	1.00000	1.00000	both
GI_32698691-S	GI_32698691-S	GI_32698691	NM_013373.1	ZDHHC8	29801	22	22q11.21	18499364	18513973	"zinc finger, DHHC-type containing 8"	1.00000	1.00000	both
GI_40255249-S	GI_40255249-S	GI_40255249	NM_023004.4	RTN4R	65078	22	22q11.21	18608937	18635815	reticulon 4 receptor	1.00000	1.00000	both
GI_15718677-S	GI_15718677-S	GI_15718677	NM_033257.2	DGCR6L	85359	22	22q11	18681798	18687607	DiGeorge syndrome critical region gene 6-like	1.00000	1.00000	both
GI_24432025-S	GI_24432025-S	GI_24432025	NM_032775.2	FLJ14360	84861	22	22q11.21	19125805	19180121	kelch-like 22 (Drosophila)	1.00000	1.00000	both
GI_21312133-S	GI_21312133-S	GI_21312133	NM_015889.2	PCQAP	51586	22	22q11.2	19191885	19271918	mediator complex subunit 15	0.984043	0.988636	both
GI_14149994-S	GI_14149994-S	GI_14149994	NM_032262.1	DKFZp434N035	84222	22	22q11.21	19385401	19388890	transmembrane protein 191A	1.00000	1.00000	both
GI_4505806-A	GI_4505806-A	GI_4505806	NM_002650.1	PIK4CA	5297	22	22q11.21	19391992	19523000	"phosphatidylinositol 4-kinase, catalytic, alpha"	1.00000	1.00000	both
GI_18765736-S	GI_18765736-S	GI_18765736	NM_004782.2	SNAP29	9342	22	22q11.21	19543291	19574108	"synaptosomal-associated protein, 29kDa"	0.994681	0.965909	both
GI_34452719-S	GI_34452719-S	GI_34452719	NM_005207.2	CRKL	1399	22	22q11	19601713	19637889	v-crk sarcoma virus CT10 oncogene homolog (avian)-like	1.00000	1.00000	both
GI_21389616-S	GI_21389616-S	GI_21389616	NM_144704.1	FLJ30473	150209	22	22q11.21	19649433	19665648	"apoptosis-inducing factor, mitochondrion-associated, 3"	0.994681	1.00000	both
GI_5803073-S	GI_5803073-S	GI_5803073	NM_006767.1	LZTR1	8216	22	22q11.21	19666655	19683325	leucine-zipper-like transcription regulator 1	1.00000	1.00000	both
GI_13386483-S	GI_13386483-S	GI_13386483	NM_030573.1	THAP7	80764	22	22q11.2	19684060	19686403	THAP domain containing 7	1.00000	0.994318	both
GI_34147705-S	GI_34147705-S	GI_34147705	NM_145042.2	MGC16703	113691	22	22q11.21	19692491	19698433	"tubulin, alpha pseudogene"	1.00000	1.00000	both
GI_31657120-S	GI_31657120-S	GI_31657120	NM_015094.1	HIC2	23119	22	22q11.21	20101692	20135747	hypermethylated in cancer 2	1.00000	1.00000	both
GI_38157977-A	GI_38157977-A	GI_38157977	NM_003347.2	UBE2L3	7332	22	22q11.21	20251956	20308322	ubiquitin-conjugating enzyme E2L 3	1.00000	1.00000	both
GI_37563604-S	GI_37563604-S	GI_37563604	XM_097886.5	LOC150223	150223	22	22q11.21	20312377	20314339	LOC150223 protein	1.00000	1.00000	both
GI_11545742-S	GI_11545742-S	GI_11545742	NM_022044.1	SDF2L1	23753	22	22q11.21	20326541	20328587	stromal cell-derived factor 2-like 1	1.00000	1.00000	both
GI_40549458-S	GI_40549458-S	GI_40549458	NM_013313.3	YPEL1	29799	22	22q11.2	20381824	20420070	yippee-like 1 (Drosophila)	0.914894	0.818182	control
GI_20986528-I	GI_20986528-I	GI_20986528	NM_002745.2	MAPK1	5594	22	22q11.2	20443945	20551969	mitogen-activated protein kinase 1	1.00000	1.00000	both
GI_29826333-S	GI_29826333-S	GI_29826333	NM_014634.2	PPM1F	9647	22	22q11.22	20603792	20637216	protein phosphatase 1F (PP2C domain containing)	1.00000	1.00000	both
GI_34335290-S	GI_34335290-S	GI_34335290	NM_003935.3	TOP3B	8940	22	22q11.22	20641402	20667146	topoisomerase (DNA) III beta	1.00000	1.00000	both
GI_18426889-S	GI_18426889-S	GI_18426889	NM_080926.1	LOC96610	96610	22	22q11.22	20987588	20993087	hypothetical gene LOC96610	0.904255	0.755682	control
GI_38202248-S	GI_38202248-S	GI_38202248	NM_080764.2	SUHW2	140883	22	22q11.22	21168766	21193504	zinc finger protein 280B	1.00000	1.00000	both
GI_45580725-S	GI_45580725-S	GI_45580725	NM_002073.2	GNAZ	2781	22	22q11.22	21742668	21797223	"guanine nucleotide binding protein (G protein), alpha z polypeptide"	1.00000	1.00000	both
GI_31795534-S	GI_31795534-S	GI_31795534	NM_004914.2	RAB36	9609	22	22q11.22	21817512	21836530	"RAB36, member RAS oncogene family"	0.994681	0.943182	both
GI_11038640-A	GI_11038640-A	GI_11038640	NM_021574.1	BCR	613	22	22q11	21852551	21990223	breakpoint cluster region	0.994681	0.988636	both
GI_22749056-S	GI_22749056-S	GI_22749056	NM_152509.1	FLJ31568	150244	22	22q11.23	22062792	22074741	"zinc finger, DHHC-type containing 8 pseudogene"	1.00000	1.00000	both
GI_27545325-S	GI_27545325-S	GI_27545325	NM_003073.2	SMARCB1	6598	22	22q11.23	22459149	22506704	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"	0.994681	0.994318	both
GI_4505184-S	GI_4505184-S	GI_4505184	NM_002415.1	MIF	4282	22	22q11.23	22566564	22567408	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	1.00000	1.00000	both
GI_5453630-S	GI_5453630-S	GI_5453630	NM_001355.2	DDT	1652	22	22q11.23	22643558	22652018	D-dopachrome tautomerase	1.00000	1.00000	both
GI_22027497-S	GI_22027497-S	GI_22027497	NM_012295.2	CABIN1	23523	22	22q11.23	22737764	22904595	calcineurin binding protein 1	1.00000	1.00000	both
GI_17136146-S	GI_17136146-S	GI_17136146	NM_000675.3	ADORA2A	135	22	22q11.23	23159091	23168324	adenosine A2a receptor	0.930851	0.960227	both
GI_42662435-S	GI_42662435-S	GI_42662435	XM_371459.2	MGC1842	83606	22	22q11.2	23266405	23281274	chromosome 22 open reading frame 13	1.00000	1.00000	both
GI_34328935-S	GI_34328935-S	GI_34328935	NM_004175.3	SNRPD3	6634	22	22q11.23	23281617	23298508	small nuclear ribonucleoprotein D3 polypeptide 18kDa	0.941489	0.977273	both
GI_4885270-A	GI_4885270-A	GI_4885270	NM_005265.1	GGT1	2678	22	22q11.23	23309717	23354971	gamma-glutamyltransferase 1	0.973404	0.960227	both
GI_42662437-S	GI_42662437-S	GI_42662437	XM_371460.2	LOC388886	388886	22	22q11.23	23311602	23319039	chromosome 22 open reading frame 36	0.989362	0.994318	both
GI_6138972-S	GI_6138972-S	GI_6138972	NM_005160.2	ADRBK2	157	22	22q11	24290945	24449915	"adrenergic, beta, receptor kinase 2"	0.978723	0.926136	both
GI_29648312-S	GI_29648312-S	GI_29648312	NM_020437.3	LOC57168	57168	22	22q12.1	25155301	25169570	aspartate beta-hydroxylase domain containing 2	1.00000	1.00000	both
GI_8393258-S	GI_8393258-S	GI_8393258	NM_012143.1	TFIP11	24144	22	22q12.1	25217892	25238436	tuftelin interacting protein 11	1.00000	1.00000	both
GI_31543820-S	GI_31543820-S	GI_31543820	NM_003595.2	TPST2	8459	22	22q12.1	25251713	25316088	tyrosylprotein sulfotransferase 2	1.00000	0.988636	both
GI_19923401-S	GI_19923401-S	GI_19923401	NM_012399.2	PITPNB	23760	22	22q12.1	26577656	26645254	"phosphatidylinositol transfer protein, beta"	1.00000	1.00000	both
GI_24308026-S	GI_24308026-S	GI_24308026	NM_015281.1	KIAA1043	23331	22	22q12.1	26704001	27405710	tetratricopeptide repeat domain 28	0.920213	0.801136	control
GI_27735132-S	GI_27735132-S	GI_27735132	NM_173510.1	FLJ33814	150275	22	22q12.1	27498706	27515277	coiled-coil domain containing 117	0.984043	1.00000	both
GI_14110394-S	GI_14110394-S	GI_14110394	NM_005080.2	XBP1	7494	22	22q12.1	27520547	27526559	X-box binding protein 1	1.00000	1.00000	both
GI_19263344-S	GI_19263344-S	GI_19263344	NM_133455.1	EMID1	129080	22	22q12.2	27931952	27985585	EMI domain containing 1	1.00000	1.00000	both
GI_11072100-S	GI_11072100-S	GI_11072100	NM_012265.1	C22orf3	25807	22	22q12.1-q12.2	27985843	27993913	rhomboid domain containing 3	0.994681	0.988636	both
GI_7669489-A	GI_7669489-A	GI_7669489	NM_013986.1	EWSR1	2130	22	22q12.2	27994270	28026504	Ewing sarcoma breakpoint region 1	1.00000	1.00000	both
GI_4885224-I	GI_4885224-I	GI_4885224	NM_005243.1	EWSR1	2130	22	22q12.2	27994270	28026504	Ewing sarcoma breakpoint region 1	1.00000	1.00000	both
GI_23065525-A	GI_23065525-A	GI_23065525	NM_152236.1	GAS2L1	10634	22	22q12.2	28032996	28038773	growth arrest-specific 2 like 1	1.00000	1.00000	both
GI_42476128-S	GI_42476128-S	GI_42476128	NM_006477.2	RRP22	10633	22	22q12.2	28038921	28041747	"RAS-like, family 10, member A"	0.984043	0.909091	both
GI_22027652-A	GI_22027652-A	GI_22027652	NM_145730.1	AP1B1	162	22	22q12	28053668	28114568	"adaptor-related protein complex 1, beta 1 subunit"	1.00000	1.00000	both
GI_32483415-S	GI_32483415-S	GI_32483415	NM_021076.2	NEFH	4744	22	22q12.2	28206218	28217278	"neurofilament, heavy polypeptide 200kDa"	1.00000	1.00000	both
GI_4505398-S	GI_4505398-S	GI_4505398	NM_003634.1	NIPSNAP1	8508	22	22q12.2	28280799	28307327	nipsnap homolog 1 (C. elegans)	1.00000	1.00000	both
GI_32698883-S	GI_32698883-S	GI_32698883	NM_182527.1	CABP7	164633	22	22q12.2	28446343	28457821	calcium binding protein 7	0.941489	0.869318	control
GI_41281884-S	GI_41281884-S	GI_41281884	NM_013387.2	HSPC051	29796	22	22cen-q12.3	28493357	28496401	ubiquinol-cytochrome c reductase complex (7.2 kD)	1.00000	1.00000	both
GI_34147616-S	GI_34147616-S	GI_34147616	NM_032204.3	ASC1p100	84164	22	22q12.1	28514599	28564253	activating signal cointegrator 1 complex subunit 2	1.00000	1.00000	both
GI_23510388-A	GI_23510388-A	GI_23510388	NM_153051.1	MTMR3	8897	22	22q12.2	28609198	28753868	myotubularin related protein 3	1.00000	1.00000	both
GI_34147572-S	GI_34147572-S	GI_34147572	NM_005877.3	SF3A1	10291	22	22q12.2	29057976	29082912	"splicing factor 3a, subunit 1, 120kDa"	1.00000	1.00000	both
GI_7110714-S	GI_7110714-S	GI_7110714	NM_012429.1	SEC14L2	23541	22	22q12.2	29122932	29149827	SEC14-like 2 (S. cerevisiae)	1.00000	1.00000	both
GI_24475985-S	GI_24475985-S	GI_24475985	NM_016498.2	HSPC242	51537	22	22q	29151719	29155040	mitochondrial protein 18 kDa	1.00000	1.00000	both
GI_4758087-S	GI_4758087-S	GI_4758087	NM_004861.1	CST	9514	22	22q12.2	29280623	29290875	galactose-3-O-sulfotransferase 1	0.957447	0.903409	both
GI_22091458-S	GI_22091458-S	GI_22091458	NM_014303.2	PES1	23481	22	22q12.1	29302611	29317893	"pescadillo homolog 1, containing BRCT domain (zebrafish)"	0.984043	0.994318	both
GI_21071009-S	GI_21071009-S	GI_21071009	NM_000355.2	TCN2	6948	22	22q12.2	29333160	29353046	transcobalamin II; macrocytic anemia	0.984043	0.994318	both
GI_29746633-S	GI_29746633-S	GI_29746633	XM_290973.1	LOC339665	339665	22	22q12.2	29362312	29373105	"solute carrier family 35, member E4"	1.00000	1.00000	both
GI_7662339-S	GI_7662339-S	GI_7662339	NM_014941.1	KIAA0852	22880	22	22q12.2	29652599	29694186	MORC family CW-type zinc finger 2	1.00000	1.00000	both
GI_31542714-S	GI_31542714-S	GI_31542714	NM_017903.2	FLJ20618	55000	22	22q12.2	29695633	29705380	taurine upregulated gene 1	1.00000	1.00000	both
GI_19913395-I	GI_19913395-I	GI_19913395	NM_134269.1	SMTN	6525	22	22q12.2	29807304	29830608	smoothelin	0.968085	0.994318	both
GI_17975596-S	GI_17975596-S	GI_17975596	NM_080430.1	SELM	140606	22	22q12.2	29830762	29833550	selenoprotein M	1.00000	1.00000	both
GI_24307956-S	GI_24307956-S	GI_24307956	NM_014422.1	PIB5PA	27124	22	22q11.2-q13.2	29848960	29860682	"phosphatidylinositol (4,5) bisphosphate 5-phosphatase, A"	1.00000	1.00000	both
GI_8051619-A	GI_8051619-A	GI_8051619	NM_005569.2	LIMK2	3985	22	22q12.2	29938249	30006065	LIM domain kinase 2	1.00000	1.00000	both
GI_34222126-S	GI_34222126-S	GI_34222126	NM_052880.2	MGC17330	113791	22	22q12.2	30007578	30018473	phosphoinositide-3-kinase interacting protein 1	1.00000	1.00000	both
GI_14670363-I	GI_14670363-I	GI_14670363	NM_032051.1	ZNF278	23598	22	22q12.2	30051789	30072248	POZ (BTB) and AT hook containing zinc finger 1	0.952128	0.965909	both
GI_40254476-S	GI_40254476-S	GI_40254476	NM_004147.2	DRG1	4733	22	22q12.2	30125538	30160171	developmentally regulated GTP binding protein 1	1.00000	1.00000	both
GI_10947034-S	GI_10947034-S	GI_10947034	NM_019843.2	EIF4ENIF1	56478	22	22q11.2	30165354	30215703	eukaryotic translation initiation factor 4E nuclear import factor 1	0.994681	1.00000	both
GI_37563661-S	GI_37563661-S	GI_37563661	XM_038520.7	KIAA0542	9814	22	22q12.2	30222260	30344533	"Sfi1 homolog, spindle assembly associated (yeast)"	0.973404	0.926136	both
GI_34147578-S	GI_34147578-S	GI_34147578	NM_014338.3	PISD	23761	22	22q12.2	30344476	30356809	phosphatidylserine decarboxylase	1.00000	1.00000	both
GI_21464102-S	GI_21464102-S	GI_21464102	NM_003405.2	YWHAH	7533	22	22q12.3	30670478	30683589	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide"	1.00000	1.00000	both
GI_5730010-S	GI_5730010-S	GI_5730010	NM_006605.1	RFPL2	10739	22	22q12.3	30916425	30919465	ret finger protein-like 2	1.00000	0.988636	both
GI_5730012-S	GI_5730012-S	GI_5730012	NM_006604.1	RFPL3	10738	22	22q12.3	31083853	31087147	ret finger protein-like 3	0.968085	0.977273	both
GI_31542944-S	GI_31542944-S	GI_31542944	NM_014306.2	HSPC117	51493	22	22q12	31113568	31138234	chromosome 22 open reading frame 28	1.00000	1.00000	both
GI_15812192-S	GI_15812192-S	GI_15812192	NM_012179.2	FBXO7	25793	22	22q12-q13	31200706	31224817	F-box protein 7	1.00000	1.00000	both
GI_21536431-S	GI_21536431-S	GI_21536431	NM_000362.3	TIMP3	7078	22	22q12.1-q13.2	31526801	31589027	"TIMP metallopeptidase inhibitor 3 (Sorsby fundus dystrophy, pseudoinflammatory)"	1.00000	1.00000	both
GI_19924140-A	GI_19924140-A	GI_19924140	NM_133642.1	LARGE	9215	22	22q12.3	31999062	32646409	like-glycosyltransferase	1.00000	1.00000	both
GI_4885636-S	GI_4885636-S	GI_4885636	NM_005488.1	TOM1	10043	22	22q13.1	34025860	34073972	target of myb1 (chicken)	1.00000	1.00000	both
GI_4504436-S	GI_4504436-S	GI_4504436	NM_002133.1	HMOX1	3162	22	22q12	34107086	34120193	heme oxygenase (decycling) 1	0.925532	0.914773	both
GI_22027485-S	GI_22027485-S	GI_22027485	NM_014310.3	RASD2	23551	22	22q13.1	34267297	34279991	"RASD family, member 2"	0.994681	0.965909	both
GI_7657503-S	GI_7657503-S	GI_7657503	NM_014309.1	RBM9	23543	22	22q13.1	34469592	34566399	RNA binding motif protein 9	1.00000	0.960227	both
GI_22035654-A	GI_22035654-A	GI_22035654	NM_030882.2	APOL2	23780	22	22q12	34952200	34965945	"apolipoprotein L, 2"	0.994681	0.954545	both
GI_22507396-S	GI_22507396-S	GI_22507396	NM_002473.2	MYH9	4627	22	22q13.1	35007271	35113926	"myosin, heavy chain 9, non-muscle"	1.00000	1.00000	both
GI_27436899-S	GI_27436899-S	GI_27436899	NM_012473.3	TXN2	25828	22	22q13.1	35193038	35207632	thioredoxin 2	1.00000	1.00000	both
GI_34303916-S	GI_34303916-S	GI_34303916	NM_024955.4	FLJ23322	80020	22	22q12.3	35214235	35233014	FAD-dependent oxidoreductase domain containing 2	1.00000	1.00000	both
GI_23238220-S	GI_23238220-S	GI_23238220	NM_003753.2	EIF3S7	8664	22	22q13.1	35236842	35255222	"eukaryotic translation initiation factor 3, subunit D"	1.00000	1.00000	both
GI_22027543-S	GI_22027543-S	GI_22027543	NM_006078.2	CACNG2	10369	22	22q13.1	35290049	35428848	"calcium channel, voltage-dependent, gamma subunit 2"	0.957447	0.960227	both
GI_9257237-S	GI_9257237-S	GI_9257237	NM_006860.2	RABL4	11020	22	22q13.1	35484200	35502059	"RAB, member of RAS oncogene family-like 4"	1.00000	1.00000	both
GI_7382494-I	GI_7382494-I	GI_7382494	NM_000631.2	NCF4	4689	22	22q13.1	35586990	35604004	"neutrophil cytosolic factor 4, 40kDa"	0.936170	0.909091	both
GI_34335291-S	GI_34335291-S	GI_34335291	NM_003312.4	TST	7263	22	22q13.1	35736851	35745436	thiosulfate sulfurtransferase (rhodanese)	1.00000	1.00000	both
GI_23510449-S	GI_23510449-S	GI_23510449	NM_021126.3	MPST	4357	22	22q13.1	35745647	35755808	mercaptopyruvate sulfurtransferase	0.920213	0.965909	both
GI_13489098-S	GI_13489098-S	GI_13489098	NM_024681.1	FLJ12242	79734	22	22q12.3	35777561	35789375	potassium channel tetramerisation domain containing 17	0.984043	0.977273	both
GI_34452716-A	GI_34452716-A	GI_34452716	NM_007061.3	CDC42EP1	11135	22	22q13.1	36286445	36295357	CDC42 effector protein (Rho GTPase binding) 1	0.989362	0.965909	both
GI_20336261-S	GI_20336261-S	GI_20336261	NM_013365.2	GGA1	26088	22	22q13.31	36334448	36359516	"golgi associated, gamma adaptin ear containing, ARF binding protein 1"	0.994681	1.00000	both
GI_15147251-S	GI_15147251-S	GI_15147251	NM_018957.2	SH3BP1	23616	22	22q13.1	36365629	36381995	SH3-domain binding protein 1	1.00000	1.00000	both
GI_6006015-S	GI_6006015-S	GI_6006015	NM_002305.2	LGALS1	3956	22	22q13.1	36401558	36405754	"lectin, galactoside-binding, soluble, 1 (galectin 1)"	1.00000	1.00000	both
GI_13236552-S	GI_13236552-S	GI_13236552	NM_024313.1	MGC3731	79159	22	22q13.1	36412289	36419430	nucleolar protein 12	0.946809	0.948864	both
GI_30474869-I	GI_30474869-I	GI_30474869	NM_007032.3	HRIHFB2122	11078	22	22q13.1	36423573	36502508	TRIO and F-actin binding protein	0.914894	0.818182	control
GI_20336758-S	GI_20336758-S	GI_20336758	NM_005318.2	H1F0	3005	22	22q13.1	36531059	36533388	"H1 histone family, member 0"	1.00000	1.00000	both
GI_22035688-S	GI_22035688-S	GI_22035688	NM_014291.2	GCAT	23464	22	22q13.1	36533900	36542849	glycine C-acetyltransferase (2-amino-3-ketobutyrate coenzyme A ligase)	0.989362	0.982955	both
GI_20270346-S	GI_20270346-S	GI_20270346	NM_138797.1	LOC129138	129138	22	22q13.1	36556807	36570248	ankyrin repeat domain 54	0.994681	1.00000	both
GI_7705432-S	GI_7705432-S	GI_7705432	NM_016091.1	EIF3S6IP	51386	22	22q	36575315	36614583	"eukaryotic translation initiation factor 3, subunit E interacting protein"	1.00000	1.00000	both
GI_14602451-S	GI_14602451-S	GI_14602451	NM_021974.2	POLR2F	5435	22	22q13.1	36679663	36693751	polymerase (RNA) II (DNA directed) polypeptide F	1.00000	1.00000	both
GI_30179898-S	GI_30179898-S	GI_30179898	NM_006941.3	SOX10	6663	22	22q13.1	36698264	36710484	SRY (sex determining region Y)-box 10	1.00000	1.00000	both
GI_7110696-S	GI_7110696-S	GI_7110696	NM_012407.1	PRKCABP	9463	22	22q13.1	36783207	36801653	protein interacting with PRKCA 1	1.00000	1.00000	both
GI_34147690-S	GI_34147690-S	GI_34147690	NM_025045.3	FLJ22582	80115	22	22q13.1	36810852	36836597	BAI1-associated protein 2-like 2	1.00000	0.994318	both
GI_6981363-S	GI_6981363-S	GI_6981363	NM_003560.1	PLA2G6	8398	22	22q13.1	36837447	36907706	"phospholipase A2, group VI (cytosolic, calcium-independent)"	1.00000	0.994318	both
GI_23111002-A	GI_23111002-A	GI_23111002	NM_152878.1	MAFF	23764	22	22q13.1	36927943	36942459	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)	0.936170	0.971591	both
GI_20127520-S	GI_20127520-S	GI_20127520	NM_012264.2	C22orf5	25829	22	22q12	36945243	36998961	transmembrane protein 184B	1.00000	1.00000	both
GI_40549399-A	GI_40549399-A	GI_40549399	NM_001894.4	CSNK1E	1454	22	22q13.1	37016642	37044034	"casein kinase 1, epsilon"	1.00000	1.00000	both
GI_4826797-A	GI_4826797-A	GI_4826797	NM_004981.1	KCNJ4	3761	22	22q13.1	37152277	37181148	"potassium inwardly-rectifying channel, subfamily J, member 4"	0.968085	0.880682	control
GI_38201711-A	GI_38201711-A	GI_38201711	NM_030881.2	DDX17	10521	22	22q13.1	37209388	37232261	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17	1.00000	1.00000	both
GI_23238218-S	GI_23238218-S	GI_23238218	NM_007068.2	DMC1	11144	22	22q13.1	37244899	37296134	"DMC1 dosage suppressor of mck1 homolog, meiosis-specific homologous recombination (yeast)"	1.00000	1.00000	both
GI_21359898-S	GI_21359898-S	GI_21359898	NM_015373.2	C22orf2	25776	22	22q12	37382603	37399800	chibby homolog 1 (Drosophila)	1.00000	1.00000	both
GI_39725679-S	GI_39725679-S	GI_39725679	NM_020243.3	TOMM22	56993	22	22q12-q13	37407899	37410710	translocase of outer mitochondrial membrane 22 homolog (yeast)	1.00000	1.00000	both
GI_34222319-S	GI_34222319-S	GI_34222319	NM_014876.3	KIAA0063	9929	22	22q13.1	37411571	37426912	Josephin domain containing 1	1.00000	1.00000	both
GI_5031666-S	GI_5031666-S	GI_5031666	NM_005740.1	DNAL4	10126	22	22q13.1	37504458	37520106	"dynein, axonemal, light chain 4"	1.00000	1.00000	both
GI_17402889-A	GI_17402889-A	GI_17402889	NM_058178.1	NPTXR	23467	22	22q13.1	37544402	37569962	neuronal pentraxin receptor	1.00000	0.994318	both
GI_30348976-S	GI_30348976-S	GI_30348976	NM_014292.2	CBX6	23466	22	22q13.1	37590188	37598203	chromobox homolog 6	1.00000	1.00000	both
GI_22907036-S	GI_22907036-S	GI_22907036	NM_145699.2	APOBEC3A	200315	22	22q13.1-q13.2	37683568	37689133	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A"	1.00000	1.00000	both
GI_28372504-S	GI_28372504-S	GI_28372504	NM_175709.1	CBX7	23492	22	22q13.1	37856722	37878483	chromobox homolog 7	1.00000	1.00000	both
GI_16507968-S	GI_16507968-S	GI_16507968	NM_000967.2	RPL3	6122	22	22q13	38038832	38045615	ribosomal protein L3	1.00000	1.00000	both
GI_39777617-I	GI_39777617-I	GI_39777617	NM_004711.3	SYNGR1	9145	22	22q13.1	38075899	38111525	synaptogyrin 1	1.00000	1.00000	both
GI_5174702-I	GI_5174702-I	GI_5174702	NM_006116.1	MAP3K7IP1	10454	22	22q13.1	38125704	38163077	mitogen-activated protein kinase kinase kinase 7 interacting protein 1	0.978723	0.948864	both
GI_33469973-A	GI_33469973-A	GI_33469973	NM_182810.1	ATF4	468	22	22q13.1	38246514	38248636	activating transcription factor 4 (tax-responsive enhancer element B67)	0.989362	1.00000	both
GI_34996526-S	GI_34996526-S	GI_34996526	NM_194326.1	MGC52010	91582	22	22q13.1	38255043	38258805	ribosomal protein S19 binding protein 1	1.00000	1.00000	both
GI_27501258-S	GI_27501258-S	GI_27501258	XM_039385.2	KIAA1093	23112	22	22q13.1	38770766	39061757	trinucleotide repeat containing 6B	1.00000	0.994318	both
GI_4557268-S	GI_4557268-S	GI_4557268	NM_000026.1	ADSL	158	22	22q13.1	39072508	39092697	adenylosuccinate lyase	1.00000	1.00000	both
GI_24475812-S	GI_24475812-S	GI_24475812	NM_020831.2	MKL1	57591	22	22q13	39136237	39362635	megakaryoblastic leukemia (translocation) 1	1.00000	1.00000	both
GI_23065565-S	GI_23065565-S	GI_23065565	NM_005297.2	GPR24	2847	22	22q13.2	39405127	39408763	melanin-concentrating hormone receptor 1	0.994681	0.943182	both
GI_21237722-S	GI_21237722-S	GI_21237722	NM_003932.3	ST13	6767	22	22q13.2	39550544	39582632	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)	0.994681	1.00000	both
GI_38195085-S	GI_38195085-S	GI_38195085	NM_022098.2	LOC63929	63929	22	22q13.31-q13.33	39583039	39653828	"X-prolyl aminopeptidase (aminopeptidase P) 3, putative"	1.00000	1.00000	both
GI_22091459-S	GI_22091459-S	GI_22091459	NM_014248.2	RBX1	9978	22	22q13.2	39677330	39698613	ring-box 1	1.00000	1.00000	both
GI_4557556-S	GI_4557556-S	GI_4557556	NM_001429.1	EP300	2033	22	22q13.2	39818552	39906023	E1A binding protein p300	0.920213	0.937500	both
GI_39725695-S	GI_39725695-S	GI_39725695	NM_031488.3	L3MBTL2	83746	22	22q13.31-q13.33	39931258	39957220	l(3)mbt-like 2 (Drosophila)	1.00000	1.00000	both
GI_42662498-S	GI_42662498-S	GI_42662498	XM_377720.1	LOC150356	150356	22	22q13.2	39959480	39966805	hypothetical protein BC012882	0.994681	1.00000	both
GI_38201688-S	GI_38201688-S	GI_38201688	NM_002883.2	RANGAP1	5905	22	22q13	39971560	40012161	Ran GTPase activating protein 1	1.00000	1.00000	both
GI_34486096-S	GI_34486096-S	GI_34486096	NM_003216.2	TEF	7008	22	22q13	40107908	40125275	thyrotrophic embryonic factor	1.00000	1.00000	both
GI_37059728-S	GI_37059728-S	GI_37059728	NM_032758.2	PHF5A	84844	22	22q13.2	40185666	40194653	PHD finger protein 5A	1.00000	1.00000	both
